Id,SalePrice
1461,122371.79115598612
1462,152120.51404472292
1463,183212.57671310223
1464,194174.86503427487
1465,187801.34137917118
1466,184416.4979753752
1467,169155.0134927291
1468,173342.1177675275
1469,177675.57523735394
1470,133617.50458147936
1471,203219.35055035158
1472,94641.93917588097
1473,102555.86793369384
1474,151584.56678954908
1475,122731.9314532121
1476,342473.30994606036
1477,247834.23386643745
1478,280701.76365515206
1479,290263.4837636774
1480,408476.2088056001
1481,299565.9238432705
1482,199404.24718844824
1483,181878.20717144158
1484,172254.53394079427
1485,181123.35906802065
1486,192384.11874266036
1487,277601.3762194322
1488,221629.31208397867
1489,210606.68010207865
1490,230591.65285070907
1491,190674.45396207023
1492,95004.30332385191
1493,178444.36167383744
1494,288368.4858527316
1495,290537.94943303836
1496,252939.13672787705
1497,182819.25595455023
1498,163138.21954478166
1499,162973.60297194085
1500,167024.27172262815
1501,171410.297041351
1502,167101.0572598738
1503,251326.9334235901
1504,227901.76119485692
1505,215054.54000431942
1506,178637.7992850817
1507,242655.98395493015
1508,186561.3492083429
1509,156111.5063016408
1510,149823.3804575172
1511,149414.72291208795
1512,170574.273349882
1513,147773.53334834878
1514,152100.9532845263
1515,174247.26631796744
1516,148508.2581114603
1517,154771.6452719578
1518,135929.62733958135
1519,220775.9549064064
1520,144352.88576384462
1521,142712.63507754728
1522,163952.31873831467
1523,112569.23091877907
1524,124116.97452980399
1525,123390.21976475908
1526,123288.91815427117
1527,112960.99378044896
1528,123418.4621477857
1529,144887.2760148902
1530,171908.28573134256
1531,132950.3234792614
1532,105945.98528052594
1533,144416.4832532541
1534,112859.72857751774
1535,143728.83269922037
1536,117638.1587704315
1537,87156.20661307778
1538,151838.09880660198
1539,176173.50254444047
1540,113670.11775431779
1541,139614.98599118684
1542,139681.29179633525
1543,173182.58238627217
1544,93645.3920463612
1545,113098.39049957349
1546,124878.55365167023
1547,134571.33501703653
1548,127769.79677411477
1549,114514.99834374458
1550,136857.66337640228
1551,119159.64972953407
1552,145376.9950510622
1553,136983.6134345957
1554,121014.15037815346
1555,167810.56468525328
1556,102474.34606320185
1557,114238.94181887578
1558,103630.76307362242
1559,105206.69961676293
1560,132924.57363888677
1561,136002.03796338468
1562,131950.4905252188
1563,127926.31535306256
1564,154696.4422190013
1565,161113.04531584916
1566,213760.96943978773
1567,87988.73611644725
1568,222365.8691669483
1569,151822.35495322887
1570,142169.4074717971
1571,126247.16478183055
1572,142402.0840969055
1573,222998.24517743263
1574,119282.07013490699
1575,206357.94034341502
1576,232576.7017166323
1577,190431.6005468091
1578,136292.83751636266
1579,142795.49189518858
1580,188649.4274511574
1581,149072.56447070066
1582,126492.46678904012
1583,306877.63665599516
1584,226405.29919204387
1585,140468.7704810714
1586,80572.7395754372
1587,109715.28135900645
1588,151716.6420973444
1589,109781.86140028744
1590,129978.20083530508
1591,104100.78716966153
1592,123041.19120872907
1593,122550.50489210185
1594,132540.60003172467
1595,116502.42230055845
1596,200591.18648382075
1597,176531.73786887404
1598,185997.76691408447
1599,168515.84143722887
1600,170189.31104092288
1601,75710.24170393684
1602,112156.32380451601
1603,89220.61532154305
1604,288506.6738017782
1605,241904.10479117636
1606,163907.01138578082
1607,162954.37823166687
1608,214747.82411779737
1609,194930.6028361262
1610,165555.64521039708
1611,142050.88501727238
1612,177949.96174902335
1613,166575.37511546232
1614,134956.998971993
1615,94189.36919529176
1616,86786.59791916815
1617,89666.21723752635
1618,124627.93862713422
1619,139877.2497733756
1620,164803.7720127755
1621,141219.4837280615
1622,144631.16205463774
1623,265441.176506819
1624,229110.2763725709
1625,120587.1816776596
1626,172184.15819800925
1627,188778.1603950572
1628,259973.4025172398
1629,174969.56355649963
1630,298395.6246616754
1631,191358.1307682946
1632,226166.1570491258
1633,181302.11950343868
1634,189218.3779671187
1635,185237.3123260895
1636,165126.46662484756
1637,186468.43736128623
1638,193762.38515609573
1639,170810.49667669338
1640,226293.8890256245
1641,175004.91048463676
1642,238447.84372257872
1643,217437.93337239616
1644,220552.00739044722
1645,178821.37756540722
1646,160883.667049952
1647,158025.07956927508
1648,139169.66895717103
1649,140200.25727813228
1650,129069.64760337028
1651,123092.99202359242
1652,95925.89890081562
1653,99506.18384717662
1654,149887.70927826856
1655,147818.79206253536
1656,148815.57183662435
1657,149549.959715566
1658,156936.81437584868
1659,127714.15521140075
1660,158807.44467766123
1661,359442.4691361605
1662,332710.0681607781
1663,366090.1471023915
1664,368041.7084985336
1665,300308.1418351136
1666,326289.25329210307
1667,346419.0568190888
1668,328338.91096553614
1669,284317.77071530785
1670,325742.8469859713
1671,260715.2295872973
1672,368009.7934545204
1673,282319.4849441788
1674,242610.5554898178
1675,195657.2345191772
1676,204657.93749084597
1677,215687.11084795772
1678,372168.93356463045
1679,372632.36301125673
1680,322774.13690259523
1681,250914.4742055536
1682,311793.4920423152
1683,188744.04774183498
1684,176372.41184259683
1685,174872.25267989543
1686,169433.18386425
1687,176193.8970181003
1688,193083.00640024547
1689,188851.75666301034
1690,188451.5862613286
1691,184473.86097339814
1692,249249.9603513934
1693,175406.11433250745
1694,183613.61602342065
1695,168130.49199921856
1696,259908.3985812363
1697,168129.15704502288
1698,310262.05899062497
1699,297168.1174411741
1700,253028.4469859901
1701,262109.9676293445
1702,238284.04609668322
1703,243046.9089401454
1704,266463.3538391163
1705,234306.07947530187
1706,353259.01383880345
1707,226393.51977370065
1708,203976.05051802204
1709,249141.37515904402
1710,209744.04121465335
1711,269894.1918747832
1712,251168.31337370668
1713,273361.4134569822
1714,213489.25352749828
1715,205941.55093451068
1716,174326.68538073363
1717,168994.21384110098
1718,117923.90527803036
1719,209100.7416526329
1720,233118.8831695001
1721,157946.49746366148
1722,112295.22785909091
1723,159418.78443057692
1724,214015.32166592038
1725,228972.3260977561
1726,198569.0498014611
1727,174847.90180530318
1728,188462.90048508917
1729,169359.7701707335
1730,146899.55410877423
1731,131588.537035802
1732,134607.82998466646
1733,120008.63417785971
1734,129599.9374227832
1735,135415.1683648946
1736,124977.71577064444
1737,253786.28549700262
1738,221305.4926339397
1739,236246.28810698382
1740,217700.36406039543
1741,194551.10949137126
1742,171631.40691731352
1743,174451.752806549
1744,262033.58128924423
1745,192501.7003461012
1746,200442.6205044521
1747,199696.464834733
1748,205160.24891245813
1749,160876.53771926524
1750,139426.93756118888
1751,208996.3294825061
1752,127726.6107356228
1753,149720.04145258607
1754,190111.61219195856
1755,166209.53204256686
1756,128159.75159437982
1757,120724.94279907702
1758,152365.14745242026
1759,162446.72924713057
1760,161669.48372792572
1761,149525.51046167884
1762,184421.89963160703
1763,166486.37040904548
1764,126629.52210488127
1765,162001.1917461436
1766,178741.0634303063
1767,205029.799068159
1768,142891.35767445993
1769,157773.31484899638
1770,148464.07346842941
1771,130006.90412869726
1772,142804.85169094923
1773,141866.54368316065
1774,142988.1488500976
1775,139942.32414122258
1776,127567.39061517634
1777,122259.4633541248
1778,136829.9061854087
1779,130310.38979038784
1780,163379.86859686676
1781,131070.0372741528
1782,102195.60582652304
1783,145226.73450608746
1784,105380.47914285661
1785,116614.1275364442
1786,148606.307643208
1787,163124.16065236746
1788,81245.21422402965
1789,106439.72012025336
1790,99086.8965286927
1791,171965.9216588559
1792,148846.63572960385
