Id,SalePrice
1461,118728.4609375
1462,164520.34375
1463,175832.609375
1464,187132.734375
1465,197269.15625
1466,167282.4375
1467,170798.796875
1468,156606.703125
1469,192021.0
1470,128262.46875
1471,203262.140625
1472,95829.2890625
1473,91177.21875
1474,150388.125
1475,130493.34375
1476,367663.15625
1477,248391.34375
1478,273634.78125
1479,288962.21875
1480,522613.4375
1481,341711.46875
1482,213391.875
1483,160181.46875
1484,164130.59375
1485,180252.671875
1486,193691.375
1487,333609.5625
1488,241878.84375
1489,202387.25
1490,198709.078125
1491,199415.46875
1492,79659.1171875
1493,180491.59375
1494,319743.5625
1495,308299.78125
1496,240982.953125
1497,189124.40625
1498,168896.671875
1499,168273.1875
1500,146782.109375
1501,165053.40625
1502,147089.28125
1503,314365.78125
1504,242657.0
1505,225538.8125
1506,184197.59375
1507,225264.3125
1508,213254.34375
1509,159764.203125
1510,146781.546875
1511,146970.796875
1512,176284.59375
1513,150752.578125
1514,172299.34375
1515,189965.140625
1516,153115.0625
1517,152830.140625
1518,136187.921875
1519,223276.296875
1520,137828.234375
1521,132738.71875
1522,170294.75
1523,113359.3125
1524,131365.140625
1525,129927.4609375
1526,122686.15625
1527,107855.125
1528,134803.09375
1529,144806.640625
1530,169702.1875
1531,111006.4375
1532,113501.671875
1533,160949.40625
1534,114672.1640625
1535,137572.671875
1536,113697.3359375
1537,75341.5390625
1538,151353.140625
1539,201908.765625
1540,95172.5234375
1541,132155.03125
1542,133051.0
1543,209831.03125
1544,84160.453125
1545,111760.84375
1546,134254.484375
1547,122155.171875
1548,133775.71875
1549,97628.453125
1550,132897.546875
1551,121868.6953125
1552,137831.125
1553,151858.890625
1554,106484.15625
1555,162348.875
1556,82451.5859375
1557,117254.828125
1558,87863.5390625
1559,86427.28125
1560,138982.921875
1561,144442.796875
1562,132323.890625
1563,126402.609375
1564,162865.578125
1565,152790.796875
1566,249111.328125
1567,75455.7265625
1568,217974.953125
1569,147177.25
1570,142185.90625
1571,123999.2421875
1572,143514.03125
1573,249384.203125
1574,109289.8046875
1575,222238.109375
1576,226907.703125
1577,190661.90625
1578,143597.828125
1579,141428.4375
1580,202462.15625
1581,148825.265625
1582,127899.8125
1583,325799.4375
