Id,SalePrice
1461,134136.32199090565
1462,169461.68715782478
1463,179209.3682128715
1464,183686.8410243559
1465,195911.08215357817
1466,179641.59338972793
1467,161622.7424211626
1468,163670.6552973962
1469,188850.73195288316
1470,128706.75919440573
1471,203375.99119147417
1472,93645.89235888881
1473,97816.71600544878
1474,148750.80448562215
1475,154750.55450470463
1476,297038.8733315958
1477,251032.3371122797
1478,277726.4645162807
1479,249029.5307860521
1480,467041.71060121997
1481,270278.2656376941
1482,207537.89252556738
1483,156806.48189575734
1484,179430.890609647
1485,175008.07345685293
1486,195026.19967831444
1487,288498.1127597799
1488,233720.62933516206
1489,204675.50581212176
1490,194612.03485629254
1491,193390.874911456
1492,90333.40415619026
1493,186589.2233585644
1494,298447.7300195536
1495,296731.46303749376
1496,252545.2354281388
1497,193002.26852587695
1498,157534.4347289652
1499,160404.83493209435
1500,154469.28520010697
1501,169704.67904723118
1502,165205.05167774847
1503,266818.4000022762
1504,235304.2486993511
1505,219122.8616832025
1506,176770.32305044477
1507,215707.04847779477
1508,208844.07056509203
1509,154791.29048479826
1510,151163.70199380434
1511,150288.23480058002
1512,173255.35460247437
1513,145424.83133678004
1514,178969.48265900448
1515,177781.83763043582
1516,153013.8985857836
1517,147474.1205909691
1518,132405.9273382185
1519,238702.8236458193
1520,141926.04508583323
1521,141194.56473108978
1522,162542.10203787766
1523,117748.35214217518
1524,125955.51871731578
1525,124090.23370786788
1526,129980.24993598237
1527,104480.2937501489
1528,129407.19845222485
1529,141698.70258706337
1530,172015.34616770124
1531,122283.49548024403
1532,114491.90749718134
1533,160800.17184620842
1534,111503.75766748856
1535,157095.51191655936
1536,121285.2606319506
1537,69467.72822454585
1538,170128.98894265853
1539,190876.38577758666
1540,128109.91333244203
1541,141652.71114975054
1542,139346.18902289856
1543,203287.41347819724
1544,87903.75344860247
1545,118622.67253121565
1546,120311.2048998849
1547,130315.49181201139
1548,132150.47274694877
1549,107515.5528640208
1550,129834.2098111462
1551,131152.4871113784
1552,132487.56993638707
1553,138475.85024100693
1554,98674.70890289207
1555,170003.23425636394
1556,84368.38661010617
1557,144659.26300970925
1558,84731.92508135007
1559,112061.94039462924
1560,152519.8399893989
1561,170091.2332963629
1562,127464.17867465272
1563,121292.63690702849
